ItemID,ItemName,EquipPos,Profession,level,quality,DirectoryComment,ModelPrefabWarrior,ModelPrefabArcher,ModelPrefabSorcer,ModelPrefabCleric,ModelPrefab5,ModelPrefab6,ModelPrefab7,ModelPrefab8,PresentID,ReplaceID,AgainReplaceID
10665,皇室长剑|皇室长弓|皇室法杖|皇室权杖|皇室加农炮,5,,,,,weapon/wa_costume_summer02_a_sword_weapon,weapon/ar_costume_summer02_a_bigbow_weapon,weapon/so_costume_summer02_a_staff_weapon,weapon/cl_costume_summer02_a_mace_weapon,weapon/ac_costume_summer02_a_cannon_weapon,weapon/as_costume_summer02_a_scimitar_weapon,,,,,
10666,皇室护手|皇室箭袋|皇室魔法书|皇室盾牌|皇室穿线环,6,,,,equip/summer02/,wa_costume_summer02_a_gauntlet,ar_costume_summer02_a_quiver,so_costume_summer02_a_book,cl_costume_summer02_a_shield,ac_costume_summer02_a_gauntlet,as_costume_summer02_a_crook,,,,,
10670,皇室帽子|皇室帽子|皇室帽子|皇室帽子|皇室帽子,0,,,,equip/summer02/,wa_costume_summer02_a_helmet,ar_costume_summer02_a_helmet,so_costume_summer02_a_helmet,cl_costume_summer02_a_helmet,ac_costume_summer02_a_helmet,as_costume_summer02_a_helmet,,,,0|0|0|10007|0|0,
10671,皇室上装|皇室上装|皇室上装|皇室上装|皇室上装,1,,,,equip/summer02/,wa_costume_summer02_a_body,ar_costume_summer02_a_body,so_costume_summer02_a_body,cl_costume_summer02_a_body,ac_costume_summer02_a_body,as_costume_summer02_a_body,,,,,
10672,皇室下装|皇室下装|皇室下装|皇室下装|皇室下装,2,,,,equip/summer02/,wa_costume_summer02_a_leg,ar_costume_summer02_a_leg,so_costume_summer02_a_leg,cl_costume_summer02_a_leg,ac_costume_summer02_a_leg,as_costume_summer02_a_leg,,,,,
10673,皇室手套|皇室手套|皇室手套|皇室手套|皇室手套,3,,,,equip/summer02/,wa_costume_summer02_a_glove,ar_costume_summer02_a_glove,so_costume_summer02_a_glove,cl_costume_summer02_a_glove,ac_costume_summer02_a_glove,as_costume_summer02_a_glove,,,,,
10674,皇室鞋子|皇室鞋子|皇室鞋子|皇室鞋子|皇室鞋子,4,,,,equip/summer02/,wa_costume_summer02_a_boots,ar_costume_summer02_a_boots,so_costume_summer02_a_boots,cl_costume_summer02_a_boots,ac_costume_summer02_a_boots,as_costume_summer02_a_boots,,,,0|0|10001|0|0|0,
10675,皇室长剑|皇室长弓|皇室法杖|皇室权杖|皇室加农炮,5,,,,,weapon/wa_costume_summer02_a_sword_weapon,weapon/ar_costume_summer02_a_bigbow_weapon,weapon/so_costume_summer02_a_staff_weapon,weapon/cl_costume_summer02_a_mace_weapon,weapon/ac_costume_summer02_a_cannon_weapon,weapon/as_costume_summer02_a_scimitar_weapon,,,,,
10676,皇室护手|皇室箭袋|皇室魔法书|皇室盾牌|皇室穿线环,6,,,,equip/summer02/,wa_costume_summer02_a_gauntlet,ar_costume_summer02_a_quiver,so_costume_summer02_a_book,cl_costume_summer02_a_shield,ac_costume_summer02_a_gauntlet,as_costume_summer02_a_crook,,,,,
10680,皇室帽子|皇室帽子|皇室帽子|皇室帽子|皇室帽子,0,,,,equip/summer02/,wa_costume_summer02_a_helmet,ar_costume_summer02_a_helmet,so_costume_summer02_a_helmet,cl_costume_summer02_a_helmet,ac_costume_summer02_a_helmet,as_costume_summer02_a_helmet,,,,0|0|0|10007|0|0,
10681,皇室上装|皇室上装|皇室上装|皇室上装|皇室上装,1,,,,equip/summer02/,wa_costume_summer02_a_body,ar_costume_summer02_a_body,so_costume_summer02_a_body,cl_costume_summer02_a_body,ac_costume_summer02_a_body,as_costume_summer02_a_body,,,,,
10682,皇室下装|皇室下装|皇室下装|皇室下装|皇室下装,2,,,,equip/summer02/,wa_costume_summer02_a_leg,ar_costume_summer02_a_leg,so_costume_summer02_a_leg,cl_costume_summer02_a_leg,ac_costume_summer02_a_leg,as_costume_summer02_a_leg,,,,,
10683,皇室手套|皇室手套|皇室手套|皇室手套|皇室手套,3,,,,equip/summer02/,wa_costume_summer02_a_glove,ar_costume_summer02_a_glove,so_costume_summer02_a_glove,cl_costume_summer02_a_glove,ac_costume_summer02_a_glove,as_costume_summer02_a_glove,,,,,
10684,皇室鞋子|皇室鞋子|皇室鞋子|皇室鞋子|皇室鞋子,4,,,,equip/summer02/,wa_costume_summer02_a_boots,ar_costume_summer02_a_boots,so_costume_summer02_a_boots,cl_costume_summer02_a_boots,ac_costume_summer02_a_boots,as_costume_summer02_a_boots,,,,0|0|10001|0|0|0,
10685,皇室长剑|皇室长弓|皇室法杖|皇室权杖|皇室加农炮,5,,,,,weapon/wa_costume_summer02_a_sword_weapon,weapon/ar_costume_summer02_a_bigbow_weapon,weapon/so_costume_summer02_a_staff_weapon,weapon/cl_costume_summer02_a_mace_weapon,weapon/ac_costume_summer02_a_cannon_weapon,weapon/as_costume_summer02_a_scimitar_weapon,,,,,
10686,皇室护手|皇室箭袋|皇室魔法书|皇室盾牌|皇室穿线环,6,,,,equip/summer02/,wa_costume_summer02_a_gauntlet,ar_costume_summer02_a_quiver,so_costume_summer02_a_book,cl_costume_summer02_a_shield,ac_costume_summer02_a_gauntlet,as_costume_summer02_a_crook,,,,,
10690,皇室帽子|皇室帽子|皇室帽子|皇室帽子|皇室帽子,0,,,,equip/summer02/,wa_costume_summer02_a_helmet,ar_costume_summer02_a_helmet,so_costume_summer02_a_helmet,cl_costume_summer02_a_helmet,ac_costume_summer02_a_helmet,as_costume_summer02_a_helmet,,,,0|0|0|10007|0|0,
10691,皇室上装|皇室上装|皇室上装|皇室上装|皇室上装,1,,,,equip/summer02/,wa_costume_summer02_a_body,ar_costume_summer02_a_body,so_costume_summer02_a_body,cl_costume_summer02_a_body,ac_costume_summer02_a_body,as_costume_summer02_a_body,,,,,
10692,皇室下装|皇室下装|皇室下装|皇室下装|皇室下装,2,,,,equip/summer02/,wa_costume_summer02_a_leg,ar_costume_summer02_a_leg,so_costume_summer02_a_leg,cl_costume_summer02_a_leg,ac_costume_summer02_a_leg,as_costume_summer02_a_leg,,,,,
10693,皇室手套|皇室手套|皇室手套|皇室手套|皇室手套,3,,,,equip/summer02/,wa_costume_summer02_a_glove,ar_costume_summer02_a_glove,so_costume_summer02_a_glove,cl_costume_summer02_a_glove,ac_costume_summer02_a_glove,as_costume_summer02_a_glove,,,,,
10694,皇室鞋子|皇室鞋子|皇室鞋子|皇室鞋子|皇室鞋子,4,,,,equip/summer02/,wa_costume_summer02_a_boots,ar_costume_summer02_a_boots,so_costume_summer02_a_boots,cl_costume_summer02_a_boots,ac_costume_summer02_a_boots,as_costume_summer02_a_boots,,,,0|0|10001|0|0|0,
10695,皇室长剑|皇室长弓|皇室法杖|皇室权杖|皇室加农炮,5,,,,,weapon/wa_costume_summer02_a_sword_weapon,weapon/ar_costume_summer02_a_bigbow_weapon,weapon/so_costume_summer02_a_staff_weapon,weapon/cl_costume_summer02_a_mace_weapon,weapon/ac_costume_summer02_a_cannon_weapon,weapon/as_costume_summer02_a_scimitar_weapon,,,,,
10696,皇室护手|皇室箭袋|皇室魔法书|皇室盾牌|皇室穿线环,6,,,,equip/summer02/,wa_costume_summer02_a_gauntlet,ar_costume_summer02_a_quiver,so_costume_summer02_a_book,cl_costume_summer02_a_shield,ac_costume_summer02_a_gauntlet,as_costume_summer02_a_crook,,,,,
10700,皇室帽子|皇室帽子|皇室帽子|皇室帽子|皇室帽子,0,,,,equip/summer02/,wa_costume_summer02_a_helmet,ar_costume_summer02_a_helmet,so_costume_summer02_a_helmet,cl_costume_summer02_a_helmet,ac_costume_summer02_a_helmet,as_costume_summer02_a_helmet,,,,0|0|0|10007|0|0,
10701,皇室上装|皇室上装|皇室上装|皇室上装|皇室上装,1,,,,equip/summer02/,wa_costume_summer02_a_body,ar_costume_summer02_a_body,so_costume_summer02_a_body,cl_costume_summer02_a_body,ac_costume_summer02_a_body,as_costume_summer02_a_body,,,,,
10702,皇室下装|皇室下装|皇室下装|皇室下装|皇室下装,2,,,,equip/summer02/,wa_costume_summer02_a_leg,ar_costume_summer02_a_leg,so_costume_summer02_a_leg,cl_costume_summer02_a_leg,ac_costume_summer02_a_leg,as_costume_summer02_a_leg,,,,,
10703,皇室手套|皇室手套|皇室手套|皇室手套|皇室手套,3,,,,equip/summer02/,wa_costume_summer02_a_glove,ar_costume_summer02_a_glove,so_costume_summer02_a_glove,cl_costume_summer02_a_glove,ac_costume_summer02_a_glove,as_costume_summer02_a_glove,,,,,
10704,皇室鞋子|皇室鞋子|皇室鞋子|皇室鞋子|皇室鞋子,4,,,,equip/summer02/,wa_costume_summer02_a_boots,ar_costume_summer02_a_boots,so_costume_summer02_a_boots,cl_costume_summer02_a_boots,ac_costume_summer02_a_boots,as_costume_summer02_a_boots,,,,0|0|10001|0|0|0,
10705,皇室长剑|皇室长弓|皇室法杖|皇室权杖|皇室加农炮,5,,,,,weapon/wa_costume_summer02_a_sword_weapon,weapon/ar_costume_summer02_a_bigbow_weapon,weapon/so_costume_summer02_a_staff_weapon,weapon/cl_costume_summer02_a_mace_weapon,weapon/ac_costume_summer02_a_cannon_weapon,weapon/as_costume_summer02_a_scimitar_weapon,,,,,
10706,皇室护手|皇室箭袋|皇室魔法书|皇室盾牌|皇室穿线环,6,,,,equip/summer02/,wa_costume_summer02_a_gauntlet,ar_costume_summer02_a_quiver,so_costume_summer02_a_book,cl_costume_summer02_a_shield,ac_costume_summer02_a_gauntlet,as_costume_summer02_a_crook,,,,,
10710,电影帽子（1天）|电影帽子（1天）|电影帽子（1天）|电影帽子（1天）|电影帽子（1天）|电影帽子（1天）,0,,,,equip/film/,wa_film_d01_helmet,ar_film_d01_helmet,so_film_d01_helmet,cl_film_d01_helmet,ac_film_d01_helmet,as_film_d01_helmet,,,,0|0|0|10007|10006|0,
10711,电影上装（1天）|电影上装（1天）|电影上装（1天）|电影上装（1天）|电影上装（1天）|电影上装（1天）,1,,,,equip/film/,wa_film_d01_body,ar_film_d01_body,so_film_d01_body,cl_film_d01_body,ac_film_d01_body,as_film_d01_body,,,,,
10712,电影下装（1天）|电影下装（1天）|电影下装（1天）|电影下装（1天）|电影下装（1天）|电影下装（1天）,2,,,,equip/film/,wa_film_d01_leg,ar_film_d01_leg,so_film_d01_leg,cl_film_d01_leg,ac_film_d01_leg,as_film_d01_leg,,,,,
10713,电影手套（1天）|电影手套（1天）|电影手套（1天）|电影手套（1天）|电影手套（1天）|电影手套（1天）,3,,,,equip/film/,wa_film_d01_glove,ar_film_d01_glove,so_film_d01_glove,cl_film_d01_glove,ac_film_d01_glove,as_film_d01_glove,,,,,
10714,电影鞋子（1天）|电影鞋子（1天）|电影鞋子（1天）|电影鞋子（1天）|电影鞋子（1天）|电影鞋子（1天）,4,,,,equip/film/,wa_film_d01_boots,ar_film_d01_boots,so_film_d01_boots,cl_film_d01_boots,ac_film_d01_boots,as_film_d01_boots,,,,0|0|10001|0|0|0,
10715,电影长剑（1天）|电影长弓（1天）|电影法杖（1天）|电影权杖（1天）|电影加农炮（1天）|电影长剑（1天）,5,,,,,weapon/wa_film_d01_sword_weapon,weapon/ar_film_d01_bigbow_weapon,weapon/so_film_d01_staff_weapon,weapon/cl_film_d01_mace_weapon,weapon/ac_film_d01_cannon_weapon,weapon/as_film_d01_scimitar_weapon,,,,,
10716,电影护手（1天）|电影箭袋（1天）|电影魔法书（1天）|电影盾牌（1天）|电影穿线环（1天）|电影护手（1天）,6,,,,equip/film/,wa_film_d01_gauntlet,ar_film_d01_quiver,so_film_d01_book,cl_film_d01_shield,ac_film_d01_gauntlet,as_film_d01_crook,,,,,
10720,电影帽子（3天）|电影帽子（3天）|电影帽子（3天）|电影帽子（3天）|电影帽子（3天）|电影帽子（3天）,0,,,,equip/film/,wa_film_d01_helmet,ar_film_d01_helmet,so_film_d01_helmet,cl_film_d01_helmet,ac_film_d01_helmet,as_film_d01_helmet,,,,0|0|0|10007|10006|0,
10721,电影上装（3天）|电影上装（3天）|电影上装（3天）|电影上装（3天）|电影上装（3天）|电影上装（3天）,1,,,,equip/film/,wa_film_d01_body,ar_film_d01_body,so_film_d01_body,cl_film_d01_body,ac_film_d01_body,as_film_d01_body,,,,,
10722,电影下装（3天）|电影下装（3天）|电影下装（3天）|电影下装（3天）|电影下装（3天）|电影下装（3天）,2,,,,equip/film/,wa_film_d01_leg,ar_film_d01_leg,so_film_d01_leg,cl_film_d01_leg,ac_film_d01_leg,as_film_d01_leg,,,,,
10723,电影手套（3天）|电影手套（3天）|电影手套（3天）|电影手套（3天）|电影手套（3天）|电影手套（3天）,3,,,,equip/film/,wa_film_d01_glove,ar_film_d01_glove,so_film_d01_glove,cl_film_d01_glove,ac_film_d01_glove,as_film_d01_glove,,,,,
10724,电影鞋子（3天）|电影鞋子（3天）|电影鞋子（3天）|电影鞋子（3天）|电影鞋子（3天）|电影鞋子（3天）,4,,,,equip/film/,wa_film_d01_boots,ar_film_d01_boots,so_film_d01_boots,cl_film_d01_boots,ac_film_d01_boots,as_film_d01_boots,,,,0|0|10001|0|0|0,
10725,电影长剑（3天）|电影长弓（3天）|电影法杖（3天）|电影权杖（3天）|电影加农炮（3天）|电影长剑（3天）,5,,,,,weapon/wa_film_d01_sword_weapon,weapon/ar_film_d01_bigbow_weapon,weapon/so_film_d01_staff_weapon,weapon/cl_film_d01_mace_weapon,weapon/ac_film_d01_cannon_weapon,weapon/as_film_d01_scimitar_weapon,,,,,
10726,电影护手（3天）|电影箭袋（3天）|电影魔法书（3天）|电影盾牌（3天）|电影穿线环（3天）|电影护手（3天）,6,,,,equip/film/,wa_film_d01_gauntlet,ar_film_d01_quiver,so_film_d01_book,cl_film_d01_shield,ac_film_d01_gauntlet,as_film_d01_crook,,,,,
10730,电影帽子（7天）|电影帽子（7天）|电影帽子（7天）|电影帽子（7天）|电影帽子（7天）|电影帽子（7天）,0,,,,equip/film/,wa_film_d01_helmet,ar_film_d01_helmet,so_film_d01_helmet,cl_film_d01_helmet,ac_film_d01_helmet,as_film_d01_helmet,,,,0|0|0|10007|10006|0,
10731,电影上装（7天）|电影上装（7天）|电影上装（7天）|电影上装（7天）|电影上装（7天）|电影上装（7天）,1,,,,equip/film/,wa_film_d01_body,ar_film_d01_body,so_film_d01_body,cl_film_d01_body,ac_film_d01_body,as_film_d01_body,,,,,
10732,电影下装（7天）|电影下装（7天）|电影下装（7天）|电影下装（7天）|电影下装（7天）|电影下装（7天）,2,,,,equip/film/,wa_film_d01_leg,ar_film_d01_leg,so_film_d01_leg,cl_film_d01_leg,ac_film_d01_leg,as_film_d01_leg,,,,,
10733,电影手套（7天）|电影手套（7天）|电影手套（7天）|电影手套（7天）|电影手套（7天）|电影手套（7天）,3,,,,equip/film/,wa_film_d01_glove,ar_film_d01_glove,so_film_d01_glove,cl_film_d01_glove,ac_film_d01_glove,as_film_d01_glove,,,,,
10734,电影鞋子（7天）|电影鞋子（7天）|电影鞋子（7天）|电影鞋子（7天）|电影鞋子（7天）|电影鞋子（7天）,4,,,,equip/film/,wa_film_d01_boots,ar_film_d01_boots,so_film_d01_boots,cl_film_d01_boots,ac_film_d01_boots,as_film_d01_boots,,,,0|0|10001|0|0|0,
10735,电影长剑（7天）|电影长弓（7天）|电影法杖（7天）|电影权杖（7天）|电影加农炮（7天）|电影长剑（7天）,5,,,,,weapon/wa_film_d01_sword_weapon,weapon/ar_film_d01_bigbow_weapon,weapon/so_film_d01_staff_weapon,weapon/cl_film_d01_mace_weapon,weapon/ac_film_d01_cannon_weapon,weapon/as_film_d01_scimitar_weapon,,,,,
10736,电影护手（7天）|电影箭袋（7天）|电影魔法书（7天）|电影盾牌（7天）|电影穿线环（7天）|电影护手（7天）,6,,,,equip/film/,wa_film_d01_gauntlet,ar_film_d01_quiver,so_film_d01_book,cl_film_d01_shield,ac_film_d01_gauntlet,as_film_d01_crook,,,,,
10740,电影帽子（15天）|电影帽子（15天）|电影帽子（15天）|电影帽子（15天）|电影帽子（15天）|电影帽子（15天）,0,,,,equip/film/,wa_film_d01_helmet,ar_film_d01_helmet,so_film_d01_helmet,cl_film_d01_helmet,ac_film_d01_helmet,as_film_d01_helmet,,,,0|0|0|10007|10006|0,
10741,电影上装（15天）|电影上装（15天）|电影上装（15天）|电影上装（15天）|电影上装（15天）|电影上装（15天）,1,,,,equip/film/,wa_film_d01_body,ar_film_d01_body,so_film_d01_body,cl_film_d01_body,ac_film_d01_body,as_film_d01_body,,,,,
10742,电影下装（15天）|电影下装（15天）|电影下装（15天）|电影下装（15天）|电影下装（15天）|电影下装（15天）,2,,,,equip/film/,wa_film_d01_leg,ar_film_d01_leg,so_film_d01_leg,cl_film_d01_leg,ac_film_d01_leg,as_film_d01_leg,,,,,
10743,电影手套（15天）|电影手套（15天）|电影手套（15天）|电影手套（15天）|电影手套（15天）|电影手套（15天）,3,,,,equip/film/,wa_film_d01_glove,ar_film_d01_glove,so_film_d01_glove,cl_film_d01_glove,ac_film_d01_glove,as_film_d01_glove,,,,,
10744,电影鞋子（15天）|电影鞋子（15天）|电影鞋子（15天）|电影鞋子（15天）|电影鞋子（15天）|电影鞋子（15天）,4,,,,equip/film/,wa_film_d01_boots,ar_film_d01_boots,so_film_d01_boots,cl_film_d01_boots,ac_film_d01_boots,as_film_d01_boots,,,,0|0|10001|0|0|0,
10745,电影长剑（15天）|电影长弓（15天）|电影法杖（15天）|电影权杖（15天）|电影加农炮（15天）|电影长剑（15天）,5,,,,,weapon/wa_film_d01_sword_weapon,weapon/ar_film_d01_bigbow_weapon,weapon/so_film_d01_staff_weapon,weapon/cl_film_d01_mace_weapon,weapon/ac_film_d01_cannon_weapon,weapon/as_film_d01_scimitar_weapon,,,,,
10746,电影护手（15天）|电影箭袋（15天）|电影魔法书（15天）|电影盾牌（15天）|电影穿线环（15天）|电影护手（15天）,6,,,,equip/film/,wa_film_d01_gauntlet,ar_film_d01_quiver,so_film_d01_book,cl_film_d01_shield,ac_film_d01_gauntlet,as_film_d01_crook,,,,,
10750,电影帽子（30天）|电影帽子（30天）|电影帽子（30天）|电影帽子（30天）|电影帽子（30天）|电影帽子（30天）,0,,,,equip/film/,wa_film_d01_helmet,ar_film_d01_helmet,so_film_d01_helmet,cl_film_d01_helmet,ac_film_d01_helmet,as_film_d01_helmet,,,,0|0|0|10007|10006|0,
10751,电影上装（30天）|电影上装（30天）|电影上装（30天）|电影上装（30天）|电影上装（30天）|电影上装（30天）,1,,,,equip/film/,wa_film_d01_body,ar_film_d01_body,so_film_d01_body,cl_film_d01_body,ac_film_d01_body,as_film_d01_body,,,,,
10752,电影下装（30天）|电影下装（30天）|电影下装（30天）|电影下装（30天）|电影下装（30天）|电影下装（30天）,2,,,,equip/film/,wa_film_d01_leg,ar_film_d01_leg,so_film_d01_leg,cl_film_d01_leg,ac_film_d01_leg,as_film_d01_leg,,,,,
10753,电影手套（30天）|电影手套（30天）|电影手套（30天）|电影手套（30天）|电影手套（30天）|电影手套（30天）,3,,,,equip/film/,wa_film_d01_glove,ar_film_d01_glove,so_film_d01_glove,cl_film_d01_glove,ac_film_d01_glove,as_film_d01_glove,,,,,
10754,电影鞋子（30天）|电影鞋子（30天）|电影鞋子（30天）|电影鞋子（30天）|电影鞋子（30天）|电影鞋子（30天）,4,,,,equip/film/,wa_film_d01_boots,ar_film_d01_boots,so_film_d01_boots,cl_film_d01_boots,ac_film_d01_boots,as_film_d01_boots,,,,0|0|10001|0|0|0,
10755,电影长剑（30天）|电影长弓（30天）|电影法杖（30天）|电影权杖（30天）|电影加农炮（30天）|电影长剑（30天）,5,,,,,weapon/wa_film_d01_sword_weapon,weapon/ar_film_d01_bigbow_weapon,weapon/so_film_d01_staff_weapon,weapon/cl_film_d01_mace_weapon,weapon/ac_film_d01_cannon_weapon,weapon/as_film_d01_scimitar_weapon,,,,,
10756,电影护手（30天）|电影箭袋（30天）|电影魔法书（30天）|电影盾牌（30天）|电影穿线环（30天）|电影护手（30天）,6,,,,equip/film/,wa_film_d01_gauntlet,ar_film_d01_quiver,so_film_d01_book,cl_film_d01_shield,ac_film_d01_gauntlet,as_film_d01_crook,,,,,
10170,海盗帽子|海盗帽子|海盗帽子|海盗帽子,0,,,,equip/duya/,wa_duya_d02_helmet,ar_duya_d02_helmet,so_duya_d02_helmet,cl_duya_d02_helmet,ac_duya_d01_helmet,as_duya_d02_helmet,,,,10007|0|0|0|10006|0,
10171,海盗上装|海盗上装|海盗上装|海盗上装,1,,,,equip/duya/,wa_duya_d02_body,ar_duya_d02_body,so_duya_d02_body,cl_duya_d02_body,ac_duya_d01_body,as_duya_d02_body,,,,,
10172,海盗下装|海盗下装|海盗下装|海盗下装,2,,,,equip/duya/,wa_duya_d02_leg,ar_duya_d02_leg,so_duya_d02_leg,cl_duya_d02_leg,ac_duya_d01_leg,as_duya_d02_leg,,,,,
10173,海盗手套|海盗手套|海盗手套|海盗手套,3,,,,equip/duya/,wa_duya_d02_glove,ar_duya_d02_glove,so_duya_d02_glove,cl_duya_d02_glove,ac_duya_d01_glove,as_duya_d02_glove,,,,,
10174,海盗鞋子|海盗鞋子|海盗鞋子|海盗鞋子,4,,,,equip/duya/,wa_duya_d02_boots,ar_duya_d02_boots,so_duya_d02_boots,cl_duya_d02_boots,ac_duya_d01_boots,as_duya_d02_boots,,,,0|0|10001|0|0|0,
10175,海盗长剑|海盗长弓|海盗法杖|海盗权杖,5,,,,,weapon/wa_duya_d02_sword_weapon,weapon/ar_duya_d02_bigbow_weapon,weapon/so_duya_d02_staff_weapon,weapon/cl_duya_d02_mace_weapon,weapon/ac_duya_d01_cannon_weapon,weapon/as_duya_d02_scimitar_weapon,,,,,
10176,海盗护手|海盗箭袋|海盗魔法书|海盗盾牌,6,,,,equip/duya/,wa_duya_d02_gauntlet,ar_duya_d02_quiver,so_duya_d02_book,cl_duya_d02_shield,ac_duya_d01_gauntlet,as_duya_d02_crook,,,,,
10180,海龙帽子|海龙帽子|海龙帽子|海龙帽子,0,,,,equip/seadragon/,wa_seadragon_helmet,ar_seadragon_helmet,so_seadragon_helmet,cl_seadragon_helmet,ac_seadragon_helmet,as_seadragon_helmet,,,,10007|0|0|10007|10006|0,
10181,海龙上装|海龙上装|海龙上装|海龙上装,1,,,,equip/seadragon/,wa_seadragon_body,ar_seadragon_body,so_seadragon_body,cl_seadragon_body,ac_seadragon_body,as_seadragon_body,,,,,
10182,海龙下装|海龙下装|海龙下装|海龙下装,2,,,,equip/seadragon/,wa_seadragon_leg,ar_seadragon_leg,so_seadragon_leg,cl_seadragon_leg,ac_seadragon_leg,as_seadragon_leg,,,,,
