SceneID,Comment,SceneType,IsStaticScene,PreTask,PreScene,RequiredLevel,SyncMode,SwitchToSelf,CanReconnect,EndTimeOut,IsCanQuit,DelayTransfer,LineRoleCount,Buff,SceneFile,UnitySceneFile,ScenePath,BGM,BlockFilePath,OperationSettings,StartPos,StartFace,StartRot,Chapter,UIPos,BoxUIPos,UIIcon,FatigueCost,ViewableDropList,Exp,Drop,Drop1,Drop2,Drop3,Drop4,Drop5,Money,FirstDownExp,FirstDownDrop,FirstDownMoney,FirstSSS,ExpSealReward,SceneChest,DiamondDropID,GoldDropID,SilverDropID,CopperDropID,SBox,SSBox,SSSBox,IsBoss,RecommendPower,BossAvatar,BossIcon,EndCutScene,EndCutSceneTime,WinCondition,LoseCondition,WinDelayTime,DayLimit,CoolDown,DayLimitGroupID,CanDrawBox,HasFlyOut,DynamicScene,EnvSet,CanRevive,ReviveNumb,ReviveCost,ReviveMoneyCost,ReviveTime,ReviveBuff,ReviveBuffTip,CanPause,ShowUp,LoadingTips,LoadingPic,SceneCanNavi,ShowAutoFight,ShowBattleStatistics,RandomTaskType,RandomTaskSpecify,UseSupplement,HurtCoef,MiniMap,MiniMapSize,MiniMapOutSize,MiniMapRotation,StaticMiniMapCenter,SceneAI,PPTCoff,GuildExpBounus,FailText,LeaveSceneTip,RecommendHint,TeamInfoDefaultTab,CombatType,SweepNeedPPT,TimeCounter,HasComboBuff,DisplayPet,AutoReturn,StoryDriver,MinPassTime,ShowSkill,ShowNormalAttack,WinConditionTips,BattleExplainTips,DPS,CanVIPRevive,HideTeamIndicate,ShieldSight,SpecifiedTargetLocatedRange,SpactivityActiveDrop,SpActivityDrop,VipReviveLimit
212,黑山大练兵场,13,0,,206|116,21,1,FALSE,,,TRUE,,,,Level/12_1,DN_Lv1_1_1,DN_Lv_1/DN_Lv1_1_1/DN_Lv1_1_1,Audio/mapambience/heishan,Table/SceneBlock/scene101,21|1021,135.6=1.08=46.3,,0|0|0|1,12,-282|89,-328|-43,,6=12,82|186,1440,,212000|212005,212000|212005,212000|212005,,,2000,1440,212000|212005,2000,,,421,212103,212102,212101,212100,1=10|2=15|3=70|4=5,1=5|2=15|3=70|4=10,1=0|2=15|3=70|4=15,TRUE,14100,,TXBOSSicon_22,,,1=0,2=0|4=16216,,,,,TRUE,TRUE,DN_Lv12_6,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,深渊关卡可以获得大量经验|深渊关卡可以获得大量经验，更有首饰掉落哦,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,TRUE,,,1,1,minimap_101,200|200,,0,,,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴全套16级B装并强化+1进行挑战,1,,14100,,FALSE,FALSE,30,,0,TRUE,TRUE,,,1696=204,,FALSE,,-1,,,1
214,大君主禁地,13,0,,207|212,21,1,FALSE,,,TRUE,,,,Level/12_2,DN_LV2_2_4,DN_LV_2/DN_LV2_2_4/DN_LV2_2_4,Audio/mapambience/shinei,Table/SceneBlock/scene204,21|1021,42.802=3.893=49.009,,0|180|0|1,12,-128|32,5|172,,6=12,82|186,1440,,214000|214005,214000|214005,214000|214005,,,2000,1440,214000|214005,2000,,,422,214103,214102,214101,214100,1=10|2=15|3=70|4=5,1=5|2=15|3=70|4=10,1=0|2=15|3=70|4=15,TRUE,15400,,TXBOSSicon_27,,,1=0,2=0,,,,,TRUE,TRUE,DN_Lv12_4,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,如果关卡太难，可以挑战前面的深渊刷取装备材料哦|多次挑战深渊可以帮助集齐装备材料，尽快制作强力套装,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,TRUE,,,1,1,minimap_204,200|200,,180,,,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴2件 24级B装并强化+1进行挑战,1,,15400,,FALSE,FALSE,30,,0,TRUE,TRUE,,,1837=220,,FALSE,,-1,,,1
216,黑山魔物城,13,0,,208|214,21,1,FALSE,,,TRUE,,,,Level/12_3,DN_LV2_2_8,DN_LV_2/DN_LV2_2_8/DN_LV2_2_8,Audio/mapambience/heishan,Table/SceneBlock/scene208,21|1021,151.06=9.473=92.02,,0|-10|0|1,12,96|65,357|-49,,6=12,81|186,1440,,216000|216005,216000|216005,216000|216005,,,2000,1440,216000|216005,2000,,,423,216103,216102,216101,216100,1=10|2=15|3=70|4=5,1=5|2=15|3=70|4=10,1=0|2=15|3=70|4=15,TRUE,16400,,TXBOSSicon_27,,,1=0,2=0,,,,,TRUE,TRUE,DN_LV2_12_4,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,挑战前面的深渊刷取材料，制作套装，去挑战更难的关卡|挑战之前的深渊可以收集更多材料，尽快制作强力套装,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,TRUE,,,1,1,minimap_208,200|200,,-10,,Scene_B,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴5件 24级B装并强化+2进行挑战,1,,16400,,FALSE,FALSE,30,,0,TRUE,TRUE,,,1623=195,,FALSE,,-1,,,1
218,挑战者之路,13,0,,208|216,21,1,FALSE,,,TRUE,,,,Level/12_4,diyuquan,DN_FB/diyuquan/diyuquan,Audio/mapambience/heishan,Table/SceneBlock/diyuquan,31|1031,86.85=8.013=158.91,,0|-60|0|1,12,238|-240,120|-100,,6=12,81|82|186|24247|24248|24249,1440,,218000|218001|218005,218000|218001|218005,218000|218001|218005,,,2000,1440,218000|218001|218005,2000,,,424,218103,218102,218101,218100,1=10|2=15|3=70|4=5,1=5|2=15|3=70|4=10,1=0|2=15|3=70|4=15,TRUE,18900,,TXBOSSicon_05,,,1=0,2=0,,,,,TRUE,TRUE,DN_12_4,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,天梯赛是真正的操作高手展现技术的舞台|去天梯赛证明自己吧，还有丰富奖励等你哦,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,TRUE,,,1,1,minimap_cx_1014,200|200,,-60,,Scene_12_4,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴7件 24级B装并强化+2进行挑战,1,,18900,,FALSE,FALSE,30,,0,TRUE,TRUE,,,2270=272,,FALSE,,-1,,,1
312,江下游废墟,13,0,,304|218,26,1,FALSE,,,TRUE,,,,Level/13_1,DN_Lv3_3_2,DN_Lv_3/DN_Lv3_3_2/DN_Lv3_3_2,Audio/mapambience/haidao,Table/SceneBlock/scene302,21|1021,37.27=1.079=76.93,,0|10|0|1,13,-342|41,-154|49,,6=12,82|186,1440,,312000|312005|312002,312000|312005|312002,312000|312005|312002,,,3000,1440,312000|312005|312002,3000,,,431,312103,312102,312101,312100,1=10|2=15|3=70|4=5,1=5|2=15|3=70|4=10,1=0|2=15|3=70|4=15,TRUE,20700,,TXBOSSicon_31,,,1=0,2=0,,,,,TRUE,TRUE,DN_Lv13_1,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,想挑战巢穴副本吗，先制作一套强力套装吧|收集成套装备，人物属性值会提升,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,TRUE,,,1,1,minimap_302,200|200,,10,,,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,,1,,20700,,FALSE,FALSE,30,,0,TRUE,TRUE,,,3167=475,,FALSE,,-1,,,1
314,江下游淹没地,13,0,,304|312,26,1,FALSE,,,TRUE,,,,Level/13_6,diyuquan,DN_FB/diyuquan/diyuquan,Audio/mapambience/haidao,Table/SceneBlock/diyuquan,21|1021,169.5=0.05=16.19,,0|0|0|1,13,-200|-90,54|-200,,6=12,82|186,1440,,314000|314005|314002,314000|314005|314002,314000|314005|314002,,,3000,1440,314000|314005|314002,3000,,,432,314103,314102,314101,314100,1=10|2=15|3=70|4=5,1=5|2=15|3=70|4=10,1=0|2=15|3=70|4=15,TRUE,23700,,TXBOSSicon_31,,,1=0,2=0|4=17361,,,,,TRUE,TRUE,DN_13_6,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,善用队友的技能加成，打出最好的配合吧|收集成套时装，人物属性值会提升,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,TRUE,,,1,1,minimap_cx_1014,200|200,,0,,Scene_314,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,,1,,23700,,FALSE,FALSE,30,,0,TRUE,TRUE,,,3455=518,,FALSE,,-1,,,1
316,海盗藏宝岛,13,0,,306|314,26,1,FALSE,,,TRUE,,,,Level/13_3,DN_Lv3_3_6,DN_Lv_3/DN_Lv3_3_6/DN_Lv3_3_6,Audio/mapambience/xiayu,Table/SceneBlock/scene306,21|1021,53.43934=0.3890356=34.50738,,0|0|0|1,13,-9|-17,116|112,,6=12,81|186,1440,,316000|316005|316002,316000|316005|316002,316000|316005|316002,,,3000,1440,316000|316005|316002,3000,,,433,316103,316102,316101,316100,1=10|2=15|3=70|4=5,1=5|2=15|3=70|4=10,1=0|2=15|3=70|4=15,TRUE,26200,,TXBOSSicon_32,,,1=0,2=0,,,,,TRUE,TRUE,DN_Lv13_3,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,深渊产出的材料可以制作套装，大幅提升人物能力|深渊关卡会随机掉落强化材料,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,TRUE,,,1,1,minimap_306,200|200,,0,,Scene_316,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴5件 32级B装并强化+3进行挑战,1,,26200,,FALSE,FALSE,30,,0,TRUE,TRUE,,,3735=560,,FALSE,,-1,,,1
318,海盗根据腹地,13,0,,308|316,26,1,FALSE,,,TRUE,,,,Level/13_4,DN_Lv3_3_6,DN_Lv_3/DN_Lv3_3_6/DN_Lv3_3_6,Audio/mapambience/xiayu,Table/SceneBlock/scene306,21|1021,158.6708=3.379676=98.72454,,0|180|0|1,13,254|-132,358|14,,6=12,81|82|186|32247|32248|32249,1440,,318000|318001|318005|318002,318000|318001|318005|318002,318000|318001|318005|318002,,,3000,1440,318000|318001|318005|318002,3000,,,434,318103,318102,318101,318100,1=10|2=15|3=70|4=5,1=5|2=15|3=70|4=10,1=0|2=15|3=70|4=15,TRUE,30400,,TXBOSSicon_34,,,1=0,2=0,,,,,TRUE,TRUE,DN_Lv13_4,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,深渊关卡可以获得大量经验|深渊产出的材料可以制作套装，大幅提升人物能力,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,TRUE,,,1,1,minimap_308,200|200,,180,,,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴7件 32级B装并强化+4进行挑战,1,,30400,,FALSE,FALSE,30,,0,TRUE,TRUE,,,4510=677,,FALSE,,-1,,,1
412,古代图书馆深处,13,0,,402|318,33,1,FALSE,,,TRUE,,,,Level/14_1,DN_Lv4_4_1,DN_Lv_4/DN_Lv4_4_1/DN_Lv4_4_1,Audio/mapambience/shinei,Table/SceneBlock/scene401,21|1021,114.049=11.688=136.754,,0|-167|0|1,14,-208|122,12|180,,6=12,84|187,1440,,412000|412005|412002,412000|412005|412002,412000|412005|412002,,,4000,1440,412000|412005|412002,4000,,,441,412103,412102,412101,412100,1=10|2=15|3=70|4=5,1=5|2=15|3=70|4=10,1=0|2=15|3=70|4=15,TRUE,37100,,TXBOSSicon_36,,,1=0,2=0,,,,,TRUE,TRUE,DN_Lv4_14_1,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,砸蛋是获得精灵的绝佳途径哦|收集成套时装，人物属性值会提升,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,TRUE,,,1,1,minimap_402,200|200,,-167,,,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴全套32级B装并强化+5进行挑战,1,,37100,,FALSE,FALSE,30,,0,TRUE,TRUE,,,5632=845,,FALSE,,-1,,,1
414,盲目溪谷深处,13,0,,404|412,34,1,FALSE,,,TRUE,,,,Level/14_3,DN_Lv4_4_5,DN_Lv_4/DN_Lv4_4_5/DN_Lv4_4_5,Audio/mapambience/zhaoze,Table/SceneBlock/scene405,21|1021,25.409=1.501=38.616,,0|40|0|1,14,-72|60,-353|-74,,6=12,84|187,1440,,414000|414005|414002,414000|414005|414002,414000|414005|414002,,,4000,1440,414000|414005|414002,4000,,,442,414103,414102,414101,414100,1=10|2=15|3=70|4=5,1=5|2=15|3=70|4=10,1=0|2=15|3=70|4=15,TRUE,42100,,TXBOSSicon_36,,,1=0,2=0,,,,,TRUE,TRUE,DN_Lv4_14_3,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,深渊关卡可以获得大量经验|深渊关卡会随机掉落强化材料,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,TRUE,,,1,1,minimap_406,200|200,,40,,,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴3件 40级B装并强化+5进行挑战,1,,42100,,FALSE,FALSE,30,,0,TRUE,TRUE,,,5999=900,,FALSE,,-1,,,1
416,古代仓库东边,13,0,,406|414,35,1,FALSE,,,TRUE,,,,Level/14_6,DN_Lv4_4_1,DN_Lv_4/DN_Lv4_4_1/DN_Lv4_4_1,Audio/mapambience/shinei,Table/SceneBlock/scene401,21|1021,149.07=10.01=182.23,,0|90|0|1,14,-265|-204,43|-124,,6=12,83|187,1440,,416000|416005|416002,416000|416005|416002,416000|416005|416002,,,4000,1440,416000|416005|416002,4000,,,443,416103,416102,416101,416100,1=10|2=15|3=70|4=5,1=5|2=15|3=70|4=10,1=0|2=15|3=70|4=15,TRUE,46600,,TXBOSSicon_36,,,1=0,2=0,,,,,TRUE,TRUE,DN_Lv4_14_6,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,培养你的精灵，它们会帮你战斗取胜的|收集成套时装，人物属性值会提升,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,TRUE,,,1,1,minimap_401-404,200|200,,90,,,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴5件 40级B装并强化+5进行挑战,1,,46600,,FALSE,FALSE,30,,0,TRUE,TRUE,,,6388=958,,FALSE,,-1,,,1
418,古代藏宝库,13,0,,408|416,36,1,FALSE,,,TRUE,,,,Level/14_4,DN_Lv4_4_5,DN_Lv_4/DN_Lv4_4_5/DN_Lv4_4_5,Audio/mapambience/shinei,Table/SceneBlock/scene405,21|1021,161.32=0.02=158.04,,0|0|0|1,14,200|-13,329|-92,,6=12,83|84|187|40247|40248|40249,1440,,418000|418001|418005|418002,418000|418001|418005|418002,418000|418001|418005|418002,,,4000,1440,418000|418001|418005|418002,4000,,,444,418103,418102,418101,418100,1=10|2=15|3=70|4=5,1=5|2=15|3=70|4=10,1=0|2=15|3=70|4=15,TRUE,50100,,TXBOSSicon_36,,,1=0,2=0,,,,,TRUE,TRUE,DN_Lv4_14_4,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,深渊关卡可以获得大量经验|深渊关卡会随机掉落强化材料,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,TRUE,,,1,1,minimap_408,200|200,,0,,scene_14_4,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴全套40级B装并强化+6进行挑战,1,,50100,,FALSE,FALSE,30,,0,TRUE,TRUE,,,7483=1122,,FALSE,,-1,,,1
512,钢铁巨人的袭击,13,0,,502|418,41,1,FALSE,,,TRUE,,,,Level/15_2,DN_Lv6_6_1,DN_Lv_6/DN_Lv6_6_1/DN_Lv6_6_1,Audio/mapambience/Boss_level_high,Table/SceneBlock/scene601,21|1021,97.95544=5.042264=169.3029,,0|180|0|1,15,-364|-70,-250|41,,6=12,129|188,1440,,512000|512005|512002,512000|512005|512002,512000|512005|512002,,,4000,1440,512000|512005|512002,4000,,,451,512103,512102,512101,512100,1=10|2=15|3=70|4=5,1=5|2=15|3=70|4=10,1=0|2=15|3=70|4=15,TRUE,56100,,TXBOSSicon_36,,,1=0,2=0,,,,,TRUE,TRUE,DN_Lv15_2,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,想要更好的精灵，去试试砸蛋吧|收集成套时装，人物属性值会提升,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,TRUE,,,1,1,minimap_601,200|200,,180,,,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴全套32级B装并强化+5进行挑战,1,,56100,,FALSE,FALSE,30,,0,TRUE,TRUE,,,7982=1197,,FALSE,,-1,,,1
514,流浪岛海岸,13,0,,504|512,43,1,FALSE,,,TRUE,,,,Level/15_4,DN_Lv3_3_1,DN_Lv_3/DN_Lv3_3_1/DN_Lv3_3_1,Audio/mapambience/Boss_level_high,Table/SceneBlock/scene301,21|1021,51.7345=1.323916=84.33774,,0|-180|0|1,15,-61|6,68|135,,6=12,129|188,1440,,514000|514005|514002,514000|514005|514002,514000|514005|514002,,,4000,1440,514000|514005|514002,4000,,,452,514103,514102,514101,514100,1=10|2=15|3=70|4=5,1=5|2=15|3=70|4=10,1=0|2=15|3=70|4=15,TRUE,58600,,TXBOSSicon_36,,,1=0,2=0,,,,,TRUE,TRUE,DN_Lv15_4,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,深渊关卡可以获得大量经验|深渊关卡会随机掉落强化材料,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,TRUE,,,1,1,minimap_301,200|200,,-180,,,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴3件 40级B装并强化+5进行挑战,1,,58600,,FALSE,FALSE,30,,0,TRUE,TRUE,,,7982=1197,,FALSE,,-1,,,1
516,尹斯拉土族村落,13,0,,506|514,45,1,FALSE,,,TRUE,,,,Level/15_6,DN_Lv6_6_3,DN_Lv_6/DN_Lv6_6_3/DN_Lv6_6_3,Audio/mapambience/Boss_level_high,Table/SceneBlock/scene603,21|1021,113.28=5=81.334,,0|120|0|1,15,376|-41,-49|-120,,6=12,128|188,1440,,516000|516005|516002,516000|516005|516002,516000|516005|516002,,,4000,1440,516000|516005|516002,4000,,,453,516103,516102,516101,516100,1=10|2=15|3=70|4=5,1=5|2=15|3=70|4=10,1=0|2=15|3=70|4=15,TRUE,60500,,TXBOSSicon_36,,,1=0,2=0,,,,,TRUE,TRUE,DN_Lv15_6,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,去龙之远征挑战你的极限，再可怕的怪物也总有一天会被你击倒|收集成套时装，人物属性值会提升,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,TRUE,,,1,1,minimap_603,200|200,,120,,Scene_516,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴5件 40级B装并强化+5进行挑战,1,,60500,,FALSE,FALSE,30,,0,TRUE,TRUE,,,8213=1232,,FALSE,,-1,,,1
518,挑战卡拉翰,13,0,,508|516,47,1,FALSE,,,TRUE,,,,Level/15_8,DN_Lv6_6_3,DN_Lv_6/DN_Lv6_6_3/DN_Lv6_6_3,Audio/mapambience/Boss_level_high,Table/SceneBlock/scene603,21|1021,30.82904=3.000061=17.81147,,0|0|0|1,15,62|-232,354|-205,,6=12,128|129|188|50247|50248|50249,1440,,518000|518001|518005|518002,518000|518001|518005|518002,518000|518001|518005|518002,,,4000,1440,518000|518001|518005|518002,4000,,,454,518103,518102,518101,518100,1=10|2=15|3=70|4=5,1=5|2=15|3=70|4=10,1=0|2=15|3=70|4=15,TRUE,62800,,TXBOSSicon_36,,,1=0,2=0,,,,,TRUE,TRUE,DN_Lv15_8,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,深渊关卡可以获得大量经验|深渊关卡会随机掉落强化材料,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,TRUE,,,1,1,minimap_603,200|200,,0,,Scene_Karahan_Abyss,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴全套40级B装并强化+6进行挑战,1,,62800,,FALSE,FALSE,30,,0,TRUE,TRUE,,,8880=1332,,FALSE,,-1,,,1
612,女王栖息地,13,0,,602|518,51,1,FALSE,,,TRUE,,,,Level/16_2,DN_Lv6_6_2,DN_Lv_6/DN_Lv6_6_2/DN_Lv6_6_2,Audio/mapambience/Boss_level_high,Table/SceneBlock/scene602,11|1011,156.21=15=60.19,,0|-150|0|1,16,-160|106,-372|-150,,6=12,614|189,1440,,612000|612005|612002,612000|612005|612002,612000|612005|612002,,,5000,1440,612000|612005|612002,5000,,,461,612103,612102,612101,612100,1=10|2=15|3=70|4=5,1=5|2=15|3=70|4=10,1=0|2=15|3=70|4=15,TRUE,74000,,,,,1=0,2=0,,,,,TRUE,TRUE,DN_Lv16_2,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+30%{n}魔法伤害减免{n}+30%,FALSE,FALSE,BOSSRUSH中选择合适的增益可以帮助挑战高级的boss|黑暗神殿可以获得很多金币和强化材料哦,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,TRUE,,,1,1,minimap_602,200|200,,-150,,Scene_612,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,1,,74000,,FALSE,FALSE,30,,0,TRUE,TRUE,,,8880=1332,,FALSE,,-1,,,1
614,陨石坑,13,0,,604|612,53,1,FALSE,,,TRUE,,,,Level/16_4,DN_Lv6_6_2,DN_Lv_6/DN_Lv6_6_2/DN_Lv6_6_2,Audio/mapambience/Boss_level_high,Table/SceneBlock/scene602,11|1011,29.54092=12.52307=61.27087,,0|20|0|1,16,-212|-196,-110|-87,,6=12,614|189,1440,,614000|614005|614002,614000|614005|614002,614000|614005|614002,,,5000,1440,614000|614005|614002,5000,,,462,614103,614102,614101,614100,1=10|2=15|3=70|4=5,1=5|2=15|3=70|4=10,1=0|2=15|3=70|4=15,TRUE,76000,,,,,1=0,2=0,,,,,TRUE,TRUE,DN_Lv16_4,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+30%{n}魔法伤害减免{n}+30%,FALSE,FALSE,挑战巢穴可以获得A级套装的材料|传说中有一种强大的龙器，获得者会拥有不可思议的力量,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,TRUE,,,1,1,minimap_602,200|200,,20,,,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,1,,76000,,FALSE,FALSE,30,,0,TRUE,TRUE,,,8880=1332,,FALSE,,-1,,,1
616,泰努阿尔神殿,13,0,,606|614,55,1,FALSE,,,TRUE,,,,Level/16_6,DN_Lv5_5_3,DN_Lv_5/DN_Lv5_5_3/DN_Lv5_5_3,Audio/mapambience/Boss_level_high,Table/SceneBlock/scene503,11|1011,98.75=3.014=46.57,,0|-130|0|1,16,68|-35,130|74,,6=12,613|189,1440,,616000|616005|616002,616000|616005|616002,616000|616005|616002,,,5000,1440,616000|616005|616002,5000,,,463,616103,616102,616101,616100,1=10|2=15|3=70|4=5,1=5|2=15|3=70|4=10,1=0|2=15|3=70|4=15,TRUE,76700,,,,,1=0,2=0,,,,,TRUE,TRUE,DN_Lv16_6,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+30%{n}魔法伤害减免{n}+30%,FALSE,FALSE,巢穴的难度非常高，请一定要收集好套装再去挑战哦|多去黑暗神殿获取强化材料，提升战斗力吧,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,TRUE,,,1,1,minimap_500,200|200,,-130,,Scene_616,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,1,,76700,,FALSE,FALSE,30,,0,TRUE,TRUE,,,8880=1332,,FALSE,,-1,,,1
618,沙蝎之巢,13,0,,608|616,57,1,FALSE,,,TRUE,,,,Level/16_8,DN_Lv5_5_3,DN_Lv_5/DN_Lv5_5_3/DN_Lv5_5_3,Audio/mapambience/Boss_level_high,Table/SceneBlock/scene503,11|1011,29.391=0.089=37.574,,0|180|0|1,16,212|-37,378|-80,,6=12,613|614|189|60247|60248|60249,1440,,618000|618001|618005|618002,618000|618001|618005|618002,618000|618001|618005|618002,,,5000,1440,618000|618001|618005|618002,,,,464,618103,618102,618101,618100,1=10|2=15|3=70|4=5,1=5|2=15|3=70|4=10,1=0|2=15|3=70|4=15,TRUE,80200,,,,,1=0,2=0,,,,,TRUE,TRUE,DN_Lv16_8,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+30%{n}魔法伤害减免{n}+30%,FALSE,FALSE,想看看顶级强化的特效吗？多去强化吧|BOSSRUSH产出金属板，可以制作纹章哦,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,TRUE,,,1,1,minimap_500,200|200,,-50,,Scene_618,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,1,,80200,,FALSE,FALSE,30,,0,TRUE,TRUE,,,8880=1332,,FALSE,,-1,,,1
